,Number,Caption,Like,URL
33,34,"Photo by @amivitale | Orphaned elephant calves tussle and play at Reteti Elephant Sanctuary (@r.e.s.c.u.e). Researchers have found that the close bonds these orphans forge with one another help defray the stress of being separated from their mothers and herds. Young orphaned elephants living with peers or other family members, such as aunts, cousins, or siblings, had stress hormone levels comparable to young elephants living with their mothers. To learn more, read the article “For orphaned elephants, friends may be key to stress relief,” and follow @amivitale. #elephants #conservation #kenya #africa #babyanimals",182972,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/310980177_114450724769290_1544051090254016613_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=5KYOoKxx4qQAX_iTg_v&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDRvw65wDr-RXrPmPX0_X7Zpr5Wug8fS7VxRWH5g9AqGw&oe=65D81017&_nc_sid=bc0c2c
34,35,"Read the full story at the link in bio. 

It's not all in your head. But a promising new approach to treatment may offer relief to many sufferers of chronic pain.

Photograph by Robert Clark, Nat Geo Image Collection",158612,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/310593217_1461271964385913_2331538979124274656_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=9jtAzbsLIq8AX8CJxJP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCw5XurLNnYFLfUg7yrCctBrzeyzJW-LozWsiGiP871Yw&oe=65D64B67&_nc_sid=bc0c2c
35,36,"Photo by @amivitale | In 2003, Kenya enacted a law that made primary education free, and enrollment rates increased to 84 percent. But only one in five girls makes it to the eighth year. This high drop-out rate is a result of early marriage, female genital cutting, poverty, and other factors. Each extra year of schooling, however, brings higher wages and a lower infant mortality rate. On International Day of the Girl, learn more—including how to help—by following @forthegood and @amivitale. 

#girls #letgirlslearn #dayofthegirl #education #schools #internationaldayofthegirl",143518,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/309167888_3247465948874130_8052841920876588936_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=euJ-IoYz3rIAX8pNjy7&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCyyB0hfd_0Mn120kdWH4RqYHxWF9eO676x6vqmptpTCA&oe=65D7FEBB&_nc_sid=bc0c2c
36,37,"Photo by Orsolya Haarberg @fjellheimengalleri | In the string bogs of northern Sweden’s Muddus National Park, water forms meandering, wet labyrinths. To get around in this environment, you must either be able to fly or swim. In the summertime, the mires are full of nutrients and a refuge for hundreds of species of birds that nest here. Out on the open mire, whooper swans build large nests in dense tufts of grass or sedge, called tussocks. Even though you can see the nests from afar, they are completely safe. Neither foxes nor other predators can reach them in this waterlogged environment. Please follow @fjellheimengalleri for more images, primarily from the Nordic countries. #muddus #sweden #aerial #landscapephotography #autumn #aapamire #stringbog",100372,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311467461_1046524999359372_1886706317881236207_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=lNA-XU_LPG4AX8d7DnL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC5LUNULthdz1omfp1EQ_UzNLwOgKcIfyLNBC07t_QhCQ&oe=65D79B28&_nc_sid=bc0c2c
37,38,"Photo by @stephsinclairpix @tooyoungtowed | To draw attention to the dramatic deterioration of girls’ rights and gender equality around the world, I'm sharing the story of Irene, 15, who is one of the millions of girls whose lives were forever altered as a result of the prolonged school closures tied to COVID-19. Here, Irene is getting her baby examined at a local hospital in North Pokot Sub-county, Kenya. 

Reports of gender-based violence in Kenya increased by 92% between January and June 2020, compared to the same timeframe in 2019. Complications arising from pregnancy and childbirth, particularly among FGM (female genital mutilation) survivors, are a leading cause of death among adolescent girls in developing countries, and the risk of maternal mortality is five times higher for girls under 15 years of age, according to the  WHO. 

This image was made possible thanks to a National Geographic Society grant supporting my work on inequality for girls, which focuses on the harmful effects of worsening global poverty and climate change on this most vulnerable population. #tooyoungtowed #endchildmarriage #girls #Internationaldayofthegirl",60830,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311296785_109727028487308_5409982539703732821_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=5sa8L2opg94AX_VMaJ3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBOyWxzXstRobiwbmBMG_7AHzlt-wvOaS422H7YzNl0ow&oe=65D66B39&_nc_sid=bc0c2c
38,39,"Read the full story at the link in bio. 

Interbreeding between animals of different lineages is widespread in nature—and may reveal some of the mysteries of evolution.

Photograph by Joel Sartore, National Geographic Photo Ark",304504,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/308034129_1241232106418847_7214145413578979185_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=UERHt2D8zg8AX-FYbwN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCgGD6UB9XnVwUZNYsOAUuqcDePObDO0iRo7k0PTA-LRg&oe=65D69A26&_nc_sid=bc0c2c
39,40,Photo by @moisessaman | The Al Saleh Mosque can be seen in the distance from a rooftop in Sanaa’s Old City in Yemen. The mosque is the largest in Yemen.,66507,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311282053_121879960506715_7291047696937505961_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=SCFbY7-0N6UAX_G7D6R&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDvcMKfhTHjg0eQT5ElbEjvQ10wj_F6MY7kZFd4QBYxzQ&oe=65D7E920&_nc_sid=bc0c2c
40,41,"Photo by @estherhorvath | How do people on polar expeditions spend their free time and evenings far away from civilization, where there is no mobile phone connection, no TV, no internet, and no radio? On expeditions you have to solve everything yourself, and that was also the case for MOSAiC, in the central Arctic Ocean. One evening, boatswain Sebastian Brück opened a pop-up barbershop in the metal workstation of our ship, Polarstern, to get a much needed haircut. Here, Captain Stefan Schwarze gets his turn after two months on board. Please follow @estherhorvath and @awiexpedition for further polar stories.",49562,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311277024_445081507753155_3927341700582303643_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=nml9jLaWrC0AX-REMIP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAKbqA8k5BXmJNib6lF2i5F59zXj-TUyMdasOBwAA8Glg&oe=65D78ABE&_nc_sid=bc0c2c
41,42,"Photo by @amivitale | In the early morning hours, a wild giraffe visits Reteti Elephant Sanctuary, in northern Kenya. While known for its work with elephants, @r.e.s.c.u.e also helps care for orphaned rhinos, giraffes, and others. It has released a number of orphaned giraffes back into the wild, and they do come back to visit from time to time. Follow @amivitale to learn more, including how to help. #giraffe #conservation #kenya #africa #babyanimals",211390,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311215811_807152983818312_6895491103731003425_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=7ei6druhHlAAX_5iWQ8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBo1xmJLZ-pmonKDyO81cZH9D0Ti-TIrfieZ-mIYZONuQ&oe=65D72A59&_nc_sid=bc0c2c
42,43,"Photo by @javier_aznar_photography | Detail of an orchid (Lepanthes sp.) photographed at Tapichalaca, a protected reserve in southern Ecuador. The reserve was founded in 1997 in order to protect a rare bird, Grallaria ridgelyi, an endangered antpitta. But the place is home to other threatened species like the Tapichalaca torrenter frog, the mountain tapir, and the Andean bear.  It's also one of the most diverse hot spots in the Andes for orchid species. Many are new to science and also under pressure from an illegal trade. Follow @javier_aznar_photography and @fundacion.jocotoco to learn more. 

#orchid #tapichalaca #fundacionjocotoco",163281,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311319696_664039385036853_8397745259653593773_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dIMx16RRqXYAX_QciRS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCDOPdwghzlp9sDWwVb7RdHRSmwZHZU3wXyl4-7vSQ97A&oe=65D62950&_nc_sid=bc0c2c
43,44,"Photo by Robbie Shone @shonephoto | Late into the evening following another torrential rainstorm, a Calvisia stick insect stands on a leaf in Borneo’s rainforest.",86949,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311272031_3140255582952858_7127637131048980121_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=A3sGFnYPVWgAX80r0-I&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBOSYd-QGL6caCkV-8S32GUN4b5hwG1SJjGly3VdxeMcg&oe=65D77495&_nc_sid=bc0c2c
44,45,"Photo by @BabakTafreshi | A bird flies toward the new moon and the city’s communication tower in the red dusk of Tehran. Most followers know me for my pictures of the night sky, but I can’t find beauty in the stars when my motherland is in pain. I was born in Iran in 1978 and lived there for 33 years. 
For me, this image is symbolic. In Iran the internet has been shut down to stop social media coverage of the current nationwide uprising. The unrest was triggered by 22-year-old Mahsa Amini, who died in police custody after being arrested for not wearing a proper head covering, in line with the country’s Islamic law. An estimated 80% of Iran’s 86 million people are usually connected to the web and active on social media despite strong internet censorship. International reporters are not allowed in Iran; the major news media rely on public phone footage. Iranian expatriates are trying to support the protesters by sharing their stories and organizing events worldwide.",388927,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311587519_885470229117648_2566469187410461511_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=CJ2993oDCgAAX_HItFa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDoW6SGaOu3UL9Lb80IhzW6ek39MWI7mKCTHfnLLbC1HA&oe=65D64171&_nc_sid=bc0c2c
45,46,"Read the full story at the link in bio. 

After one of the Canary Islands' worst volcanic eruptions in centuries, a community confronts the damage, and rethinks its way of life.

Photograph by Carsten Peter",77021,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311382055_4741220725980224_4951885384997902603_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=CFiGHBaJfQQAX_LP_JY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBqax4fOZg-c0ka4i866bckY4PQSPtmgm-ixjbgTvA9mQ&oe=65D6FFD7&_nc_sid=bc0c2c
46,47,"Photo by @gabrielegalimbertiphoto | This is Noel, 5, in Dallas, Texas. Wherever I travel in the world, I take portraits of children with their favorite toys. In five-plus years, I've visited over 60 countries, recording the genuine joy that unites kids despite their diverse backgrounds. Whether the child owns a veritable fleet of miniature cars or a single stuffed monkey, the pride they have is moving, funny, and thought-provoking. Follow me @gabrielegalimbertiphoto for more photos and stories. #toys #child #kid #toy #toystories #play",154237,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311732571_1149330002680272_7059965020227616334_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=uqGEK4ltNLcAX8_ieoB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfArhkv-yqS1gy-DscDlYQi9nZzOg7Pi_lP1qFo9KRixwA&oe=65D7AC22&_nc_sid=bc0c2c
47,48,"Photo by @beverlyjoubert | In the maelstrom of the hunt, the outlines of victory are shifting and unpredictable. These two ancient enemies know each other well. They are wise to the other’s strengths, the favored maneuvers, the well-honed tactics … but also those Achilles' heels that can be exploited to turn the tide of the battle to your own advantage. For every hunt that ends in triumph and feasting, there is another that sends lions fleeing from the buffalo's ferocity. #lions #bigcats #buffalo #wildlife",127618,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311689039_1100521974185630_6813477592970338399_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=fFxL9u1Fbp0AX-xUPOt&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAaKj1JY4khd_tSXHSlnprKkv7d-IfqvSP9DQn7fs9CQw&oe=65D7F8B1&_nc_sid=bc0c2c
48,49,"Photo by @katieorlinsky // This is my three-year-old dog Goose chasing sticks in the Red Hook Channel, New York. My partner and I live between Brooklyn, New York and Richmond, Virginia, and three years ago we adopted Goose from a Virginia shelter. They had rented out an empty storefront and filled it with adorable, adoptable puppies, all of which thankfully found loving homes. One of those pups was a chubby little three-month-old hound mix with dirt on his nose, spots on his ears, and soulful eyes. He slept on my lap the whole car ride home. He remained a sleepy, snuggly puppy for about 24 more hours, and then it was go time! Goose loves action, whatever it may be—playing with other dogs, fetch, running. Most of all, he loves it when all of these things can happen in water. Goose loves to swim, but he wasn’t always so comfortable in water. We first tried to teach him to swim in a pool, but he couldn't figure out the stairs. We had to carry him in. Then he couldn’t get enough. Lakes, streams, even the ocean—Goose goes right in! Watching him swim still makes me feel super proud and inspires me to be brave and overcome my own fears. // Dogs make the world a better place. In honor of National Make A Dog’s Day on Oct. 22, help us celebrate our furry friends by sharing photos of your dog(s) enjoying life to the absolute fullest. Whether they’re chasing a frisbee, enjoying a special treat, or adventuring with you, we want to see your canine companions at their happiest doing what they love. Upload your images to your feed, tag @natgeoyourshot, and use #MakeADogsDay I will be curating submissions and featuring my favorites there. // Subaru and its retailers are proud to celebrate their 4th annual National #MakeADogsDay on Oct. 22.

By posting with this hashtag, you agree to Nat Geo’s Terms of Use at https://on.natgeo.com/3g0GiF9, and that your photo does not infringe any third party’s rights.",90787,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311596715_3337517056477662_2679246155649909500_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iDM8meu0t8MAX9u3NJj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAYAdcu6U01r5ZOTP3_XJg_yoVONkjO42Yf86q_EJtwqw&oe=65D7947D&_nc_sid=bc0c2c
49,50,"Photo by Michaela Skovranova @mishkusk | Adult Adélie  penguins will swim anywhere between 5 to 120 kilometers (3 to 75 mi) offshore from their breeding sites to catch food for their young. Their diets may vary by location but mostly consist of fish and krill. They're capable of diving to depths of up to 175 meters (575 ft), though they usually feed within the first 70 meters (230 ft)—an incredibly impressive feat. Once they enter the ocean, they also face predators such as leopard seals and killer whales. Fortunately, they're efficient swimmers, and they'll swim in groups to reduce their own chances of becoming a meal. 
#Wildlife #Penguin #Antarctica #Ocean #AdéliePenguin",158582,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311761813_1042648643095802_5633732595024426602_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=M9XuatrEwtQAX-pEo59&edm=APU89FABAAAA&ccb=7-5&oh=00_AfATWmgQvjOt571DYSJ-cHSKY1-ysiUVf3afWX7hioRpRQ&oe=65D67ACA&_nc_sid=bc0c2c
50,51,"Photo by Muhammed Muheisen @mmuheisen | A security guard enters a building decorated with murals of sports figures, including American basketball player Kobe Bryant and his daughter Gianna (who both died in a helicopter crash in 2020), in a park in Diyarbakir, Türkiye. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Kayapinar #Türkiye",318569,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/308690253_188774477054000_2388972646083952740_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=XtdoKsEdh0MAX-18Qnb&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCHZBD2LTCGEMUoyxpK3RZ9q955LtrHcfW_RROzK21J8w&oe=65D6FA16&_nc_sid=bc0c2c
51,52,"Photo by Orsolya Haarberg @fjellheimengalleri | Despite their size, Eurasian elk—here in Sweden (and known as moose in North America)—are not easy to spot. They mostly lie still, ruminating and resting during the day. Throughout the summer, they'll gain weight—muscle and fat—a store that will come in handy during the exhausting mating season. Please follow @fjellheimengalleri for more images. #elk #moose #alcesalces #sarek #laponia #sweden #wildlifephotography",134956,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/311785569_609461500925926_2568530838567063773_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Mw2YrnNDjusAX_gY5jg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBGwePReRfwdOwQbGNDEzvP9XWOYjPdBDXuhJrBEgxdMw&oe=65D7A890&_nc_sid=bc0c2c
